UT,MJD,C/2017 K2 X,C/2017 K2 Y,C/2017 K2 Z
55925,2011-12-30 0:00:00,-1.06,1.549,26.038
55926,2011-12-31 0:00:00,-1.06,1.548,26.033
55927,2012-01-01 0:00:00,-1.06,1.546,26.029
55928,2012-01-02 0:00:00,-1.06,1.545,26.024
55929,2012-01-03 0:00:00,-1.06,1.543,26.019
55930,2012-01-04 0:00:00,-1.06,1.542,26.015
55931,2012-01-05 0:00:00,-1.059,1.54,26.01
55932,2012-01-06 0:00:00,-1.059,1.539,26.006
55933,2012-01-07 0:00:00,-1.059,1.537,26.001
55934,2012-01-08 0:00:00,-1.059,1.536,25.997
55935,2012-01-09 0:00:00,-1.059,1.534,25.992
55936,2012-01-10 0:00:00,-1.059,1.533,25.988
55937,2012-01-11 0:00:00,-1.059,1.531,25.983
55938,2012-01-12 0:00:00,-1.058,1.529,25.979
55939,2012-01-13 0:00:00,-1.058,1.528,25.974
55940,2012-01-14 0:00:00,-1.058,1.526,25.97
55941,2012-01-15 0:00:00,-1.058,1.525,25.965
55942,2012-01-16 0:00:00,-1.058,1.523,25.961
55943,2012-01-17 0:00:00,-1.058,1.522,25.956
55944,2012-01-18 0:00:00,-1.058,1.52,25.952
55945,2012-01-19 0:00:00,-1.057,1.519,25.947
55946,2012-01-20 0:00:00,-1.057,1.517,25.943
55947,2012-01-21 0:00:00,-1.057,1.516,25.938
55948,2012-01-22 0:00:00,-1.057,1.514,25.934
55949,2012-01-23 0:00:00,-1.057,1.513,25.929
55950,2012-01-24 0:00:00,-1.057,1.511,25.924
55951,2012-01-25 0:00:00,-1.057,1.51,25.92
55952,2012-01-26 0:00:00,-1.056,1.508,25.915
55953,2012-01-27 0:00:00,-1.056,1.507,25.911
55954,2012-01-28 0:00:00,-1.056,1.505,25.906
55955,2012-01-29 0:00:00,-1.056,1.504,25.902
55956,2012-01-30 0:00:00,-1.056,1.502,25.897
55957,2012-01-31 0:00:00,-1.056,1.501,25.893
55958,2012-02-01 0:00:00,-1.056,1.499,25.888
55959,2012-02-02 0:00:00,-1.055,1.498,25.884
55960,2012-02-03 0:00:00,-1.055,1.496,25.879
55961,2012-02-04 0:00:00,-1.055,1.495,25.875
55962,2012-02-05 0:00:00,-1.055,1.493,25.87
55963,2012-02-06 0:00:00,-1.055,1.491,25.866
55964,2012-02-07 0:00:00,-1.055,1.49,25.861
55965,2012-02-08 0:00:00,-1.055,1.488,25.856
55966,2012-02-09 0:00:00,-1.054,1.487,25.852
55967,2012-02-10 0:00:00,-1.054,1.485,25.847
55968,2012-02-11 0:00:00,-1.054,1.484,25.843
55969,2012-02-12 0:00:00,-1.054,1.482,25.838
55970,2012-02-13 0:00:00,-1.054,1.481,25.834
55971,2012-02-14 0:00:00,-1.054,1.479,25.829
55972,2012-02-15 0:00:00,-1.053,1.478,25.825
55973,2012-02-16 0:00:00,-1.053,1.476,25.82
55974,2012-02-17 0:00:00,-1.053,1.475,25.816
55975,2012-02-18 0:00:00,-1.053,1.473,25.811
55976,2012-02-19 0:00:00,-1.053,1.472,25.807
55977,2012-02-20 0:00:00,-1.053,1.47,25.802
55978,2012-02-21 0:00:00,-1.053,1.469,25.797
55979,2012-02-22 0:00:00,-1.052,1.467,25.793
55980,2012-02-23 0:00:00,-1.052,1.466,25.788
55981,2012-02-24 0:00:00,-1.052,1.464,25.784
55982,2012-02-25 0:00:00,-1.052,1.463,25.779
55983,2012-02-26 0:00:00,-1.052,1.461,25.775
55984,2012-02-27 0:00:00,-1.052,1.46,25.77
55985,2012-02-28 0:00:00,-1.052,1.458,25.766
55986,2012-02-29 0:00:00,-1.051,1.456,25.761
55987,2012-03-01 0:00:00,-1.051,1.455,25.757
55988,2012-03-02 0:00:00,-1.051,1.453,25.752
55989,2012-03-03 0:00:00,-1.051,1.452,25.747
55990,2012-03-04 0:00:00,-1.051,1.45,25.743
55991,2012-03-05 0:00:00,-1.051,1.449,25.738
55992,2012-03-06 0:00:00,-1.051,1.447,25.734
55993,2012-03-07 0:00:00,-1.05,1.446,25.729
55994,2012-03-08 0:00:00,-1.05,1.444,25.725
55995,2012-03-09 0:00:00,-1.05,1.443,25.72
55996,2012-03-10 0:00:00,-1.05,1.441,25.716
55997,2012-03-11 0:00:00,-1.05,1.44,25.711
55998,2012-03-12 0:00:00,-1.05,1.438,25.706
55999,2012-03-13 0:00:00,-1.05,1.437,25.702
56000,2012-03-14 0:00:00,-1.049,1.435,25.697
56001,2012-03-15 0:00:00,-1.049,1.434,25.693
56002,2012-03-16 0:00:00,-1.049,1.432,25.688
56003,2012-03-17 0:00:00,-1.049,1.431,25.684
56004,2012-03-18 0:00:00,-1.049,1.429,25.679
56005,2012-03-19 0:00:00,-1.049,1.428,25.675
56006,2012-03-20 0:00:00,-1.049,1.426,25.67
56007,2012-03-21 0:00:00,-1.048,1.425,25.665
56008,2012-03-22 0:00:00,-1.048,1.423,25.661
56009,2012-03-23 0:00:00,-1.048,1.421,25.656
56010,2012-03-24 0:00:00,-1.048,1.42,25.652
56011,2012-03-25 0:00:00,-1.048,1.418,25.647
56012,2012-03-26 0:00:00,-1.048,1.417,25.643
56013,2012-03-27 0:00:00,-1.047,1.415,25.638
56014,2012-03-28 0:00:00,-1.047,1.414,25.634
56015,2012-03-29 0:00:00,-1.047,1.412,25.629
56016,2012-03-30 0:00:00,-1.047,1.411,25.624
56017,2012-03-31 0:00:00,-1.047,1.409,25.62
56018,2012-04-01 0:00:00,-1.047,1.408,25.615
56019,2012-04-02 0:00:00,-1.047,1.406,25.611
56020,2012-04-03 0:00:00,-1.046,1.405,25.606
56021,2012-04-04 0:00:00,-1.046,1.403,25.602
56022,2012-04-05 0:00:00,-1.046,1.402,25.597
56023,2012-04-06 0:00:00,-1.046,1.4,25.593
56024,2012-04-07 0:00:00,-1.046,1.399,25.588
56025,2012-04-08 0:00:00,-1.046,1.397,25.583
56026,2012-04-09 0:00:00,-1.046,1.396,25.579
56027,2012-04-10 0:00:00,-1.045,1.394,25.574
56028,2012-04-11 0:00:00,-1.045,1.393,25.57
56029,2012-04-12 0:00:00,-1.045,1.391,25.565
56030,2012-04-13 0:00:00,-1.045,1.39,25.561
56031,2012-04-14 0:00:00,-1.045,1.388,25.556
56032,2012-04-15 0:00:00,-1.045,1.386,25.551
56033,2012-04-16 0:00:00,-1.045,1.385,25.547
56034,2012-04-17 0:00:00,-1.044,1.383,25.542
56035,2012-04-18 0:00:00,-1.044,1.382,25.538
56036,2012-04-19 0:00:00,-1.044,1.38,25.533
56037,2012-04-20 0:00:00,-1.044,1.379,25.529
56038,2012-04-21 0:00:00,-1.044,1.377,25.524
56039,2012-04-22 0:00:00,-1.044,1.376,25.519
56040,2012-04-23 0:00:00,-1.043,1.374,25.515
56041,2012-04-24 0:00:00,-1.043,1.373,25.51
56042,2012-04-25 0:00:00,-1.043,1.371,25.506
56043,2012-04-26 0:00:00,-1.043,1.37,25.501
56044,2012-04-27 0:00:00,-1.043,1.368,25.497
56045,2012-04-28 0:00:00,-1.043,1.367,25.492
56046,2012-04-29 0:00:00,-1.043,1.365,25.487
56047,2012-04-30 0:00:00,-1.042,1.364,25.483
56048,2012-05-01 0:00:00,-1.042,1.362,25.478
56049,2012-05-02 0:00:00,-1.042,1.361,25.474
56050,2012-05-03 0:00:00,-1.042,1.359,25.469
56051,2012-05-04 0:00:00,-1.042,1.358,25.465
56052,2012-05-05 0:00:00,-1.042,1.356,25.46
56053,2012-05-06 0:00:00,-1.042,1.354,25.455
56054,2012-05-07 0:00:00,-1.041,1.353,25.451
56055,2012-05-08 0:00:00,-1.041,1.351,25.446
56056,2012-05-09 0:00:00,-1.041,1.35,25.442
56057,2012-05-10 0:00:00,-1.041,1.348,25.437
56058,2012-05-11 0:00:00,-1.041,1.347,25.433
56059,2012-05-12 0:00:00,-1.041,1.345,25.428
56060,2012-05-13 0:00:00,-1.041,1.344,25.423
56061,2012-05-14 0:00:00,-1.04,1.342,25.419
56062,2012-05-15 0:00:00,-1.04,1.341,25.414
56063,2012-05-16 0:00:00,-1.04,1.339,25.41
56064,2012-05-17 0:00:00,-1.04,1.338,25.405
56065,2012-05-18 0:00:00,-1.04,1.336,25.401
56066,2012-05-19 0:00:00,-1.04,1.335,25.396
56067,2012-05-20 0:00:00,-1.04,1.333,25.391
56068,2012-05-21 0:00:00,-1.039,1.332,25.387
56069,2012-05-22 0:00:00,-1.039,1.33,25.382
56070,2012-05-23 0:00:00,-1.039,1.329,25.378
56071,2012-05-24 0:00:00,-1.039,1.327,25.373
56072,2012-05-25 0:00:00,-1.039,1.326,25.368
56073,2012-05-26 0:00:00,-1.039,1.324,25.364
56074,2012-05-27 0:00:00,-1.038,1.323,25.359
56075,2012-05-28 0:00:00,-1.038,1.321,25.355
56076,2012-05-29 0:00:00,-1.038,1.319,25.35
56077,2012-05-30 0:00:00,-1.038,1.318,25.345
56078,2012-05-31 0:00:00,-1.038,1.316,25.341
56079,2012-06-01 0:00:00,-1.038,1.315,25.336
56080,2012-06-02 0:00:00,-1.038,1.313,25.332
56081,2012-06-03 0:00:00,-1.037,1.312,25.327
56082,2012-06-04 0:00:00,-1.037,1.31,25.323
56083,2012-06-05 0:00:00,-1.037,1.309,25.318
56084,2012-06-06 0:00:00,-1.037,1.307,25.313
56085,2012-06-07 0:00:00,-1.037,1.306,25.309
56086,2012-06-08 0:00:00,-1.037,1.304,25.304
56087,2012-06-09 0:00:00,-1.037,1.303,25.3
56088,2012-06-10 0:00:00,-1.036,1.301,25.295
56089,2012-06-11 0:00:00,-1.036,1.3,25.29
56090,2012-06-12 0:00:00,-1.036,1.298,25.286
56091,2012-06-13 0:00:00,-1.036,1.297,25.281
56092,2012-06-14 0:00:00,-1.036,1.295,25.277
56093,2012-06-15 0:00:00,-1.036,1.294,25.272
56094,2012-06-16 0:00:00,-1.035,1.292,25.267
56095,2012-06-17 0:00:00,-1.035,1.291,25.263
56096,2012-06-18 0:00:00,-1.035,1.289,25.258
56097,2012-06-19 0:00:00,-1.035,1.287,25.254
56098,2012-06-20 0:00:00,-1.035,1.286,25.249
56099,2012-06-21 0:00:00,-1.035,1.284,25.244
56100,2012-06-22 0:00:00,-1.035,1.283,25.24
56101,2012-06-23 0:00:00,-1.034,1.281,25.235
56102,2012-06-24 0:00:00,-1.034,1.28,25.231
56103,2012-06-25 0:00:00,-1.034,1.278,25.226
56104,2012-06-26 0:00:00,-1.034,1.277,25.221
56105,2012-06-27 0:00:00,-1.034,1.275,25.217
56106,2012-06-28 0:00:00,-1.034,1.274,25.212
56107,2012-06-29 0:00:00,-1.034,1.272,25.208
56108,2012-06-30 0:00:00,-1.033,1.271,25.203
56109,2012-07-01 0:00:00,-1.033,1.269,25.198
56110,2012-07-02 0:00:00,-1.033,1.268,25.194
56111,2012-07-03 0:00:00,-1.033,1.266,25.189
56112,2012-07-04 0:00:00,-1.033,1.265,25.185
56113,2012-07-05 0:00:00,-1.033,1.263,25.18
56114,2012-07-06 0:00:00,-1.033,1.262,25.175
56115,2012-07-07 0:00:00,-1.032,1.26,25.171
56116,2012-07-08 0:00:00,-1.032,1.258,25.166
56117,2012-07-09 0:00:00,-1.032,1.257,25.162
56118,2012-07-10 0:00:00,-1.032,1.255,25.157
56119,2012-07-11 0:00:00,-1.032,1.254,25.152
56120,2012-07-12 0:00:00,-1.032,1.252,25.148
56121,2012-07-13 0:00:00,-1.031,1.251,25.143
56122,2012-07-14 0:00:00,-1.031,1.249,25.139
56123,2012-07-15 0:00:00,-1.031,1.248,25.134
56124,2012-07-16 0:00:00,-1.031,1.246,25.129
56125,2012-07-17 0:00:00,-1.031,1.245,25.125
56126,2012-07-18 0:00:00,-1.031,1.243,25.12
56127,2012-07-19 0:00:00,-1.031,1.242,25.116
56128,2012-07-20 0:00:00,-1.03,1.24,25.111
56129,2012-07-21 0:00:00,-1.03,1.239,25.106
56130,2012-07-22 0:00:00,-1.03,1.237,25.102
56131,2012-07-23 0:00:00,-1.03,1.236,25.097
56132,2012-07-24 0:00:00,-1.03,1.234,25.093
56133,2012-07-25 0:00:00,-1.03,1.233,25.088
56134,2012-07-26 0:00:00,-1.03,1.231,25.083
56135,2012-07-27 0:00:00,-1.029,1.23,25.079
56136,2012-07-28 0:00:00,-1.029,1.228,25.074
56137,2012-07-29 0:00:00,-1.029,1.226,25.069
56138,2012-07-30 0:00:00,-1.029,1.225,25.065
56139,2012-07-31 0:00:00,-1.029,1.223,25.06
56140,2012-08-01 0:00:00,-1.029,1.222,25.056
56141,2012-08-02 0:00:00,-1.028,1.22,25.051
56142,2012-08-03 0:00:00,-1.028,1.219,25.046
56143,2012-08-04 0:00:00,-1.028,1.217,25.042
56144,2012-08-05 0:00:00,-1.028,1.216,25.037
56145,2012-08-06 0:00:00,-1.028,1.214,25.032
56146,2012-08-07 0:00:00,-1.028,1.213,25.028
56147,2012-08-08 0:00:00,-1.028,1.211,25.023
56148,2012-08-09 0:00:00,-1.027,1.21,25.019
56149,2012-08-10 0:00:00,-1.027,1.208,25.014
56150,2012-08-11 0:00:00,-1.027,1.207,25.009
56151,2012-08-12 0:00:00,-1.027,1.205,25.005
56152,2012-08-13 0:00:00,-1.027,1.204,25
56153,2012-08-14 0:00:00,-1.027,1.202,24.996
56154,2012-08-15 0:00:00,-1.027,1.201,24.991
56155,2012-08-16 0:00:00,-1.026,1.199,24.986
56156,2012-08-17 0:00:00,-1.026,1.197,24.982
56157,2012-08-18 0:00:00,-1.026,1.196,24.977
56158,2012-08-19 0:00:00,-1.026,1.194,24.972
56159,2012-08-20 0:00:00,-1.026,1.193,24.968
56160,2012-08-21 0:00:00,-1.026,1.191,24.963
56161,2012-08-22 0:00:00,-1.025,1.19,24.959
56162,2012-08-23 0:00:00,-1.025,1.188,24.954
56163,2012-08-24 0:00:00,-1.025,1.187,24.949
56164,2012-08-25 0:00:00,-1.025,1.185,24.945
56165,2012-08-26 0:00:00,-1.025,1.184,24.94
56166,2012-08-27 0:00:00,-1.025,1.182,24.935
56167,2012-08-28 0:00:00,-1.025,1.181,24.931
56168,2012-08-29 0:00:00,-1.024,1.179,24.926
56169,2012-08-30 0:00:00,-1.024,1.178,24.922
56170,2012-08-31 0:00:00,-1.024,1.176,24.917
56171,2012-09-01 0:00:00,-1.024,1.175,24.912
56172,2012-09-02 0:00:00,-1.024,1.173,24.908
56173,2012-09-03 0:00:00,-1.024,1.172,24.903
56174,2012-09-04 0:00:00,-1.024,1.17,24.898
56175,2012-09-05 0:00:00,-1.023,1.169,24.894
56176,2012-09-06 0:00:00,-1.023,1.167,24.889
56177,2012-09-07 0:00:00,-1.023,1.165,24.884
56178,2012-09-08 0:00:00,-1.023,1.164,24.88
56179,2012-09-09 0:00:00,-1.023,1.162,24.875
56180,2012-09-10 0:00:00,-1.023,1.161,24.871
56181,2012-09-11 0:00:00,-1.022,1.159,24.866
56182,2012-09-12 0:00:00,-1.022,1.158,24.861
56183,2012-09-13 0:00:00,-1.022,1.156,24.857
56184,2012-09-14 0:00:00,-1.022,1.155,24.852
56185,2012-09-15 0:00:00,-1.022,1.153,24.847
56186,2012-09-16 0:00:00,-1.022,1.152,24.843
56187,2012-09-17 0:00:00,-1.022,1.15,24.838
56188,2012-09-18 0:00:00,-1.021,1.149,24.833
56189,2012-09-19 0:00:00,-1.021,1.147,24.829
56190,2012-09-20 0:00:00,-1.021,1.146,24.824
56191,2012-09-21 0:00:00,-1.021,1.144,24.82
56192,2012-09-22 0:00:00,-1.021,1.143,24.815
56193,2012-09-23 0:00:00,-1.021,1.141,24.81
56194,2012-09-24 0:00:00,-1.021,1.14,24.806
56195,2012-09-25 0:00:00,-1.02,1.138,24.801
56196,2012-09-26 0:00:00,-1.02,1.136,24.796
56197,2012-09-27 0:00:00,-1.02,1.135,24.792
56198,2012-09-28 0:00:00,-1.02,1.133,24.787
56199,2012-09-29 0:00:00,-1.02,1.132,24.782
56200,2012-09-30 0:00:00,-1.02,1.13,24.778
56201,2012-10-01 0:00:00,-1.019,1.129,24.773
56202,2012-10-02 0:00:00,-1.019,1.127,24.768
56203,2012-10-03 0:00:00,-1.019,1.126,24.764
56204,2012-10-04 0:00:00,-1.019,1.124,24.759
56205,2012-10-05 0:00:00,-1.019,1.123,24.755
56206,2012-10-06 0:00:00,-1.019,1.121,24.75
56207,2012-10-07 0:00:00,-1.019,1.12,24.745
56208,2012-10-08 0:00:00,-1.018,1.118,24.741
56209,2012-10-09 0:00:00,-1.018,1.117,24.736
56210,2012-10-10 0:00:00,-1.018,1.115,24.731
56211,2012-10-11 0:00:00,-1.018,1.114,24.727
56212,2012-10-12 0:00:00,-1.018,1.112,24.722
56213,2012-10-13 0:00:00,-1.018,1.111,24.717
56214,2012-10-14 0:00:00,-1.018,1.109,24.713
56215,2012-10-15 0:00:00,-1.017,1.107,24.708
56216,2012-10-16 0:00:00,-1.017,1.106,24.703
56217,2012-10-17 0:00:00,-1.017,1.104,24.699
56218,2012-10-18 0:00:00,-1.017,1.103,24.694
56219,2012-10-19 0:00:00,-1.017,1.101,24.689
56220,2012-10-20 0:00:00,-1.017,1.1,24.685
56221,2012-10-21 0:00:00,-1.016,1.098,24.68
56222,2012-10-22 0:00:00,-1.016,1.097,24.675
56223,2012-10-23 0:00:00,-1.016,1.095,24.671
56224,2012-10-24 0:00:00,-1.016,1.094,24.666
56225,2012-10-25 0:00:00,-1.016,1.092,24.661
56226,2012-10-26 0:00:00,-1.016,1.091,24.657
56227,2012-10-27 0:00:00,-1.016,1.089,24.652
56228,2012-10-28 0:00:00,-1.015,1.088,24.648
56229,2012-10-29 0:00:00,-1.015,1.086,24.643
56230,2012-10-30 0:00:00,-1.015,1.085,24.638
56231,2012-10-31 0:00:00,-1.015,1.083,24.634
56232,2012-11-01 0:00:00,-1.015,1.081,24.629
56233,2012-11-02 0:00:00,-1.015,1.08,24.624
56234,2012-11-03 0:00:00,-1.015,1.078,24.62
56235,2012-11-04 0:00:00,-1.014,1.077,24.615
56236,2012-11-05 0:00:00,-1.014,1.075,24.61
56237,2012-11-06 0:00:00,-1.014,1.074,24.606
56238,2012-11-07 0:00:00,-1.014,1.072,24.601
56239,2012-11-08 0:00:00,-1.014,1.071,24.596
56240,2012-11-09 0:00:00,-1.014,1.069,24.592
56241,2012-11-10 0:00:00,-1.013,1.068,24.587
56242,2012-11-11 0:00:00,-1.013,1.066,24.582
56243,2012-11-12 0:00:00,-1.013,1.065,24.578
56244,2012-11-13 0:00:00,-1.013,1.063,24.573
56245,2012-11-14 0:00:00,-1.013,1.062,24.568
56246,2012-11-15 0:00:00,-1.013,1.06,24.564
56247,2012-11-16 0:00:00,-1.013,1.059,24.559
56248,2012-11-17 0:00:00,-1.012,1.057,24.554
56249,2012-11-18 0:00:00,-1.012,1.056,24.55
56250,2012-11-19 0:00:00,-1.012,1.054,24.545
56251,2012-11-20 0:00:00,-1.012,1.052,24.54
56252,2012-11-21 0:00:00,-1.012,1.051,24.536
56253,2012-11-22 0:00:00,-1.012,1.049,24.531
56254,2012-11-23 0:00:00,-1.011,1.048,24.526
56255,2012-11-24 0:00:00,-1.011,1.046,24.522
56256,2012-11-25 0:00:00,-1.011,1.045,24.517
56257,2012-11-26 0:00:00,-1.011,1.043,24.512
56258,2012-11-27 0:00:00,-1.011,1.042,24.508
56259,2012-11-28 0:00:00,-1.011,1.04,24.503
56260,2012-11-29 0:00:00,-1.011,1.039,24.498
56261,2012-11-30 0:00:00,-1.01,1.037,24.494
56262,2012-12-01 0:00:00,-1.01,1.036,24.489
56263,2012-12-02 0:00:00,-1.01,1.034,24.484
56264,2012-12-03 0:00:00,-1.01,1.033,24.479
56265,2012-12-04 0:00:00,-1.01,1.031,24.475
56266,2012-12-05 0:00:00,-1.01,1.03,24.47
56267,2012-12-06 0:00:00,-1.01,1.028,24.465
56268,2012-12-07 0:00:00,-1.009,1.027,24.461
56269,2012-12-08 0:00:00,-1.009,1.025,24.456
56270,2012-12-09 0:00:00,-1.009,1.023,24.451
56271,2012-12-10 0:00:00,-1.009,1.022,24.447
56272,2012-12-11 0:00:00,-1.009,1.02,24.442
56273,2012-12-12 0:00:00,-1.009,1.019,24.437
56274,2012-12-13 0:00:00,-1.008,1.017,24.433
56275,2012-12-14 0:00:00,-1.008,1.016,24.428
56276,2012-12-15 0:00:00,-1.008,1.014,24.423
56277,2012-12-16 0:00:00,-1.008,1.013,24.419
56278,2012-12-17 0:00:00,-1.008,1.011,24.414
56279,2012-12-18 0:00:00,-1.008,1.01,24.409
56280,2012-12-19 0:00:00,-1.008,1.008,24.405
56281,2012-12-20 0:00:00,-1.007,1.007,24.4
56282,2012-12-21 0:00:00,-1.007,1.005,24.395
56283,2012-12-22 0:00:00,-1.007,1.004,24.391
56284,2012-12-23 0:00:00,-1.007,1.002,24.386
56285,2012-12-24 0:00:00,-1.007,1.001,24.381
56286,2012-12-25 0:00:00,-1.007,0.999,24.377
56287,2012-12-26 0:00:00,-1.006,0.997,24.372
56288,2012-12-27 0:00:00,-1.006,0.996,24.367
56289,2012-12-28 0:00:00,-1.006,0.994,24.362
56290,2012-12-29 0:00:00,-1.006,0.993,24.358
56291,2012-12-30 0:00:00,-1.006,0.991,24.353
56292,2012-12-31 0:00:00,-1.006,0.99,24.348
56293,2013-01-01 0:00:00,-1.006,0.988,24.344
56294,2013-01-02 0:00:00,-1.005,0.987,24.339
56295,2013-01-03 0:00:00,-1.005,0.985,24.334
56296,2013-01-04 0:00:00,-1.005,0.984,24.33
56297,2013-01-05 0:00:00,-1.005,0.982,24.325
56298,2013-01-06 0:00:00,-1.005,0.981,24.32
56299,2013-01-07 0:00:00,-1.005,0.979,24.316
56300,2013-01-08 0:00:00,-1.004,0.978,24.311
56301,2013-01-09 0:00:00,-1.004,0.976,24.306
56302,2013-01-10 0:00:00,-1.004,0.975,24.301
56303,2013-01-11 0:00:00,-1.004,0.973,24.297
56304,2013-01-12 0:00:00,-1.004,0.971,24.292
56305,2013-01-13 0:00:00,-1.004,0.97,24.287
56306,2013-01-14 0:00:00,-1.004,0.968,24.283
56307,2013-01-15 0:00:00,-1.003,0.967,24.278
56308,2013-01-16 0:00:00,-1.003,0.965,24.273
56309,2013-01-17 0:00:00,-1.003,0.964,24.269
56310,2013-01-18 0:00:00,-1.003,0.962,24.264
56311,2013-01-19 0:00:00,-1.003,0.961,24.259
56312,2013-01-20 0:00:00,-1.003,0.959,24.254
56313,2013-01-21 0:00:00,-1.002,0.958,24.25
56314,2013-01-22 0:00:00,-1.002,0.956,24.245
56315,2013-01-23 0:00:00,-1.002,0.955,24.24
56316,2013-01-24 0:00:00,-1.002,0.953,24.236
56317,2013-01-25 0:00:00,-1.002,0.952,24.231
56318,2013-01-26 0:00:00,-1.002,0.95,24.226
56319,2013-01-27 0:00:00,-1.002,0.949,24.222
56320,2013-01-28 0:00:00,-1.001,0.947,24.217
56321,2013-01-29 0:00:00,-1.001,0.945,24.212
56322,2013-01-30 0:00:00,-1.001,0.944,24.207
56323,2013-01-31 0:00:00,-1.001,0.942,24.203
56324,2013-02-01 0:00:00,-1.001,0.941,24.198
56325,2013-02-02 0:00:00,-1.001,0.939,24.193
56326,2013-02-03 0:00:00,-1.001,0.938,24.189
56327,2013-02-04 0:00:00,-1,0.936,24.184
56328,2013-02-05 0:00:00,-1,0.935,24.179
56329,2013-02-06 0:00:00,-1,0.933,24.175
56330,2013-02-07 0:00:00,-1,0.932,24.17
56331,2013-02-08 0:00:00,-1,0.93,24.165
56332,2013-02-09 0:00:00,-1,0.929,24.16
56333,2013-02-10 0:00:00,-0.999,0.927,24.156
56334,2013-02-11 0:00:00,-0.999,0.926,24.151
56335,2013-02-12 0:00:00,-0.999,0.924,24.146
56336,2013-02-13 0:00:00,-0.999,0.923,24.142
56337,2013-02-14 0:00:00,-0.999,0.921,24.137
56338,2013-02-15 0:00:00,-0.999,0.92,24.132
56339,2013-02-16 0:00:00,-0.999,0.918,24.127
56340,2013-02-17 0:00:00,-0.998,0.916,24.123
56341,2013-02-18 0:00:00,-0.998,0.915,24.118
56342,2013-02-19 0:00:00,-0.998,0.913,24.113
56343,2013-02-20 0:00:00,-0.998,0.912,24.109
56344,2013-02-21 0:00:00,-0.998,0.91,24.104
56345,2013-02-22 0:00:00,-0.998,0.909,24.099
56346,2013-02-23 0:00:00,-0.997,0.907,24.094
56347,2013-02-24 0:00:00,-0.997,0.906,24.09
56348,2013-02-25 0:00:00,-0.997,0.904,24.085
56349,2013-02-26 0:00:00,-0.997,0.903,24.08
56350,2013-02-27 0:00:00,-0.997,0.901,24.076
56351,2013-02-28 0:00:00,-0.997,0.9,24.071
56352,2013-03-01 0:00:00,-0.997,0.898,24.066
56353,2013-03-02 0:00:00,-0.996,0.897,24.061
56354,2013-03-03 0:00:00,-0.996,0.895,24.057
56355,2013-03-04 0:00:00,-0.996,0.893,24.052
56356,2013-03-05 0:00:00,-0.996,0.892,24.047
56357,2013-03-06 0:00:00,-0.996,0.89,24.042
56358,2013-03-07 0:00:00,-0.996,0.889,24.038
56359,2013-03-08 0:00:00,-0.995,0.887,24.033
56360,2013-03-09 0:00:00,-0.995,0.886,24.028
56361,2013-03-10 0:00:00,-0.995,0.884,24.024
56362,2013-03-11 0:00:00,-0.995,0.883,24.019
56363,2013-03-12 0:00:00,-0.995,0.881,24.014
56364,2013-03-13 0:00:00,-0.995,0.88,24.009
56365,2013-03-14 0:00:00,-0.995,0.878,24.005
56366,2013-03-15 0:00:00,-0.994,0.877,24
56367,2013-03-16 0:00:00,-0.994,0.875,23.995
56368,2013-03-17 0:00:00,-0.994,0.874,23.991
56369,2013-03-18 0:00:00,-0.994,0.872,23.986
56370,2013-03-19 0:00:00,-0.994,0.871,23.981
56371,2013-03-20 0:00:00,-0.994,0.869,23.976
56372,2013-03-21 0:00:00,-0.993,0.867,23.972
56373,2013-03-22 0:00:00,-0.993,0.866,23.967
56374,2013-03-23 0:00:00,-0.993,0.864,23.962
56375,2013-03-24 0:00:00,-0.993,0.863,23.957
56376,2013-03-25 0:00:00,-0.993,0.861,23.953
56377,2013-03-26 0:00:00,-0.993,0.86,23.948
56378,2013-03-27 0:00:00,-0.993,0.858,23.943
56379,2013-03-28 0:00:00,-0.992,0.857,23.938
56380,2013-03-29 0:00:00,-0.992,0.855,23.934
56381,2013-03-30 0:00:00,-0.992,0.854,23.929
56382,2013-03-31 0:00:00,-0.992,0.852,23.924
56383,2013-04-01 0:00:00,-0.992,0.851,23.92
56384,2013-04-02 0:00:00,-0.992,0.849,23.915
56385,2013-04-03 0:00:00,-0.991,0.848,23.91
56386,2013-04-04 0:00:00,-0.991,0.846,23.905
56387,2013-04-05 0:00:00,-0.991,0.845,23.901
56388,2013-04-06 0:00:00,-0.991,0.843,23.896
56389,2013-04-07 0:00:00,-0.991,0.841,23.891
56390,2013-04-08 0:00:00,-0.991,0.84,23.886
56391,2013-04-09 0:00:00,-0.99,0.838,23.882
56392,2013-04-10 0:00:00,-0.99,0.837,23.877
56393,2013-04-11 0:00:00,-0.99,0.835,23.872
56394,2013-04-12 0:00:00,-0.99,0.834,23.867
56395,2013-04-13 0:00:00,-0.99,0.832,23.863
56396,2013-04-14 0:00:00,-0.99,0.831,23.858
56397,2013-04-15 0:00:00,-0.99,0.829,23.853
56398,2013-04-16 0:00:00,-0.989,0.828,23.848
56399,2013-04-17 0:00:00,-0.989,0.826,23.844
56400,2013-04-18 0:00:00,-0.989,0.825,23.839
56401,2013-04-19 0:00:00,-0.989,0.823,23.834
56402,2013-04-20 0:00:00,-0.989,0.822,23.829
56403,2013-04-21 0:00:00,-0.989,0.82,23.825
56404,2013-04-22 0:00:00,-0.988,0.819,23.82
56405,2013-04-23 0:00:00,-0.988,0.817,23.815
